"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"disease"
"COLGALT1"	1.71896920465916e-07	0.401188541088089	0.2	0.137	0.00397906991494503	"Mig"	"COLGALT1"	"AD"
"RAD52"	1.75283391980913e-07	0.518888271341513	0.126	0.075	0.00405745995757417	"Mig"	"RAD52"	"AD"
"CAPZB"	1.89906636051394e-07	-0.361262038311689	0.21	0.279	0.00439595881131768	"Mig"	"CAPZB"	"AD"
"ATP2C1"	1.91523904664083e-07	0.583642108046214	0.105	0.058	0.00443339534516418	"Mig"	"ATP2C1"	"AD"
"CD74"	2.89572143882044e-07	-0.15593064974121	0.834	0.907	0.00670301598658155	"Mig"	"CD74"	"AD"
"HSP90B1"	3.24655653412962e-07	-0.502159224475272	0.229	0.298	0.00751512906520324	"Mig"	"HSP90B1"	"AD"
"TP53"	3.46757427102476e-07	-0.517896543071116	0.077	0.124	0.00802674092256812	"Mig"	"TP53"	"AD"
"NFKBIA"	3.673330980763e-07	0.847765605966164	0.117	0.069	0.00850302655427019	"Mig"	"NFKBIA"	"AD"
"SNX27"	4.18503076216216e-07	0.182040801476601	0.107	0.061	0.00968750920825296	"Mig"	"SNX27"	"AD"
"PAN3"	4.28040188654411e-07	0.376812211732029	0.188	0.127	0.00990827428697229	"Mig"	"PAN3"	"AD"
"XPO1"	5.01008444545569e-07	0.531455233639259	0.119	0.071	0.0115973434743408	"Mig"	"XPO1"	"AD"
"RANBP2"	5.05564202759822e-07	0.455049884788768	0.149	0.095	0.0117028001654844	"Mig"	"RANBP2"	"AD"
"ST6GAL1"	5.10460680860518e-07	-0.226972563215526	0.146	0.21	0.0118161438405593	"Mig"	"ST6GAL1"	"AD"
"RPN1"	5.63761644405193e-07	-0.208715393822051	0.152	0.213	0.0130499545446914	"Mig"	"RPN1"	"AD"
"FTX"	5.69872411906689e-07	0.614484757362226	0.18	0.123	0.013191406590816	"Mig"	"FTX"	"AD"
"CAPZA1"	5.87558136557597e-07	-0.556234440511945	0.388	0.443	0.0136007957450353	"Mig"	"CAPZA1"	"AD"
"TLR5"	6.01826866021303e-07	0.497504711167403	0.21	0.147	0.0139310882946611	"Mig"	"TLR5"	"AD"
"SENP5"	6.72535820494038e-07	0.381957537846191	0.122	0.073	0.015567859172796	"Mig"	"SENP5"	"AD"
"NIPBL"	7.15784661737695e-07	0.164941379412399	0.166	0.108	0.0165689833499042	"Mig"	"NIPBL"	"AD"
"FGD4"	8.23391475375839e-07	0.554337828854179	0.151	0.098	0.0190598658719999	"Mig"	"FGD4"	"AD"
"LMAN1"	8.64836983257703e-07	-0.657794484001235	0.088	0.136	0.0200192464884493	"Mig"	"LMAN1"	"AD"
"TMED2"	9.56595967919872e-07	-0.547381795668372	0.229	0.289	0.0221432834654092	"Mig"	"TMED2"	"AD"
"TXNIP"	1.08896339014914e-06	0.421282885350764	0.224	0.161	0.0252073245551723	"Mig"	"TXNIP"	"AD"
"SIGLEC14"	1.14323908491852e-06	-0.516764101345113	0.267	0.33	0.0264636983376938	"Mig"	"SIGLEC14"	"AD"
"MLX"	1.18333012124746e-06	-0.0335112008176788	0.109	0.064	0.0273917256466362	"Mig"	"MLX"	"AD"
"PRXL2C"	1.25810000743085e-06	0.335835787115006	0.115	0.069	0.0291224989720093	"Mig"	"PRXL2C"	"AD"
"NAIP"	1.26553924276446e-06	-0.440919031594129	0.129	0.185	0.0292947023915117	"Mig"	"NAIP"	"AD"
"ITGB2"	1.39747834430383e-06	-0.692685094138557	0.181	0.237	0.0323488287139451	"Mig"	"ITGB2"	"AD"
"HTRA1"	1.43550624965965e-06	-0.475034947373263	0.116	0.169	0.0332290986671215	"Mig"	"HTRA1"	"AD"
"CSF2RA"	1.44908362329612e-06	0.23068396681214	0.205	0.144	0.0335433877120585	"Mig"	"CSF2RA"	"AD"
"RAB31"	1.52650010424284e-06	0.359494204556573	0.125	0.077	0.0353354244130133	"Mig"	"RAB31"	"AD"
"GPATCH2L"	1.52695602312156e-06	0.692283014032173	0.145	0.095	0.0353459780232179	"Mig"	"GPATCH2L"	"AD"
"WTAP"	1.79743472458556e-06	0.238747639424728	0.436	0.346	0.0416070190047065	"Mig"	"WTAP"	"AD"
"FXR1"	1.81052451071231e-06	0.392747014984505	0.133	0.085	0.0419100213739685	"Mig"	"FXR1"	"AD"
"PFN1"	1.91996093441176e-06	-0.368083929195714	0.215	0.279	0.0444432557097635	"Mig"	"PFN1"	"AD"
"FAM102B"	1.95385174751409e-06	-0.335756617576437	0.094	0.142	0.0452277602514561	"Mig"	"FAM102B"	"AD"
"CPED1"	2.06473076600786e-06	0.441124665457106	0.126	0.078	0.0477943877715499	"Mig"	"CPED1"	"AD"
"MFSD1"	2.56000689157804e-06	0.361801060168577	0.113	0.068	0.0592590395262484	"Mig"	"MFSD1"	"AD"
"FLCN"	2.68459212916308e-06	0.400961871593852	0.361	0.29	0.062142938605867	"Mig"	"FLCN"	"AD"
"CD53"	2.69518709749793e-06	-0.459644056205921	0.145	0.198	0.062388190932882	"Mig"	"CD53"	"AD"
"RAC1"	2.71821182482066e-06	-0.419664523390778	0.227	0.291	0.0629211673209487	"Mig"	"RAC1"	"AD"
"SP100"	2.75668439544145e-06	-0.396799506294284	0.477	0.539	0.0638117303856787	"Mig"	"SP100"	"AD"
"DDX5"	2.76898908364734e-06	0.456041814833925	0.358	0.284	0.0640965593082687	"Mig"	"DDX5"	"AD"
"NFE2L2"	2.93542211756375e-06	0.371321514110918	0.107	0.064	0.0679491511773658	"Mig"	"NFE2L2"	"AD"
"SPCS3"	3.18455109395036e-06	-0.158677550869735	0.146	0.202	0.0737159887227629	"Mig"	"SPCS3"	"AD"
"CCDC58"	3.61565306721589e-06	-0.555926034502819	0.064	0.104	0.0836951371999135	"Mig"	"CCDC58"	"AD"
"HSPA4"	3.85438130395691e-06	0.614877406478994	0.186	0.135	0.0892212184239945	"Mig"	"HSPA4"	"AD"
"SELPLG"	4.07674563515307e-06	0.230360447580822	0.19	0.134	0.0943685079625233	"Mig"	"SELPLG"	"AD"
"OSTF1"	4.17158269371124e-06	-0.289994959145	0.316	0.387	0.0965637961940278	"Mig"	"OSTF1"	"AD"
"UBE2B"	4.94817828570783e-06	0.472005991847445	0.207	0.151	0.114540430957565	"Mig"	"UBE2B"	"AD"
"HK2"	5.13683972583845e-06	-0.464494118754932	0.204	0.258	0.118907565973708	"Mig"	"HK2"	"AD"
"ARRB2"	5.24780529744601e-06	0.467516716657062	0.135	0.088	0.12147619702528	"Mig"	"ARRB2"	"AD"
"PFKFB3"	5.38207792244391e-06	-0.890888916093066	0.065	0.104	0.124584339748732	"Mig"	"PFKFB3"	"AD"
"TLR2"	5.3892028824573e-06	-0.468871514885206	0.086	0.13	0.124749268323122	"Mig"	"TLR2"	"AD"
"FTL"	6.41603378763505e-06	0.278146035134987	0.831	0.789	0.148518350116176	"Mig"	"FTL"	"AD"
"ATP1B1"	6.59729622077179e-06	0.26569783016584	0.146	0.097	0.152714212918425	"Mig"	"ATP1B1"	"AD"
"PICALM"	6.79118612194888e-06	-0.344924066126268	0.137	0.189	0.157202376350873	"Mig"	"PICALM"	"AD"
"P2RX7"	6.89995892453706e-06	0.105336442317772	0.122	0.077	0.159720249185184	"Mig"	"P2RX7"	"AD"
"SORL1"	7.03820648824575e-06	0.213227970164071	0.458	0.385	0.162920403789913	"Mig"	"SORL1"	"AD"
"FCGRT"	7.16769298670338e-06	0.18507374644097	0.154	0.105	0.16591775725621	"Mig"	"FCGRT"	"AD"
"SRSF3"	7.38285876166923e-06	0.187227392854543	0.421	0.344	0.170898414615119	"Mig"	"SRSF3"	"AD"
"MTCO1P40"	7.91491223254551e-06	0.0571254214993537	0.252	0.19	0.183214388358963	"Mig"	"MTCO1P40"	"AD"
"AP1G1"	8.28649653191905e-06	-0.656523962764682	0.189	0.244	0.191815821720862	"Mig"	"AP1G1"	"AD"
"PIP4K2A"	8.5871825509689e-06	0.278151214699407	0.202	0.146	0.198776101689828	"Mig"	"PIP4K2A"	"AD"
"LAIR1"	9.19798069643943e-06	-0.341755101520497	0.123	0.172	0.21291485716118	"Mig"	"LAIR1"	"AD"
"PCNX3"	9.34143596188008e-06	-0.185983832301633	0.071	0.112	0.2162355596456	"Mig"	"PCNX3"	"AD"
"LEPROT"	9.94972300961906e-06	-0.629930587320785	0.074	0.114	0.230316188226662	"Mig"	"LEPROT"	"AD"
"CRLF3"	1.34523745345258e-05	0.190144409728432	0.14	0.094	0.311395565725204	"Mig"	"CRLF3"	"AD"
"TUBAP2"	1.37190346261162e-05	-0.289991577140186	0.08	0.121	0.317568213525338	"Mig"	"TUBAP2"	"AD"
"ZC3HAV1"	1.38653909955034e-05	0.536574281145632	0.161	0.113	0.320956070763912	"Mig"	"ZC3HAV1"	"AD"
"STAG2"	1.39043337809923e-05	0.183666733097063	0.19	0.137	0.32185751836241	"Mig"	"STAG2"	"AD"
"FTH1P10"	1.44166081557985e-05	-0.409610211422524	0.292	0.344	0.333715645590423	"Mig"	"FTH1P10"	"AD"
"CMC2"	1.48878328361395e-05	0.0901544839202573	0.141	0.095	0.344623554490956	"Mig"	"CMC2"	"AD"
"MAPRE2"	1.54131118611358e-05	-0.341689892467928	0.076	0.115	0.356782713361572	"Mig"	"MAPRE2"	"AD"
"CD63"	1.66315904380935e-05	-0.390332597739109	0.151	0.203	0.384988055460988	"Mig"	"CD63"	"AD"
"SF3B1"	1.73759499905238e-05	0.535955565214026	0.16	0.112	0.402218490380644	"Mig"	"SF3B1"	"AD"
"ATP5ME"	1.74149719529579e-05	-0.529561521112007	0.096	0.139	0.403121770767069	"Mig"	"ATP5ME"	"AD"
"SH3KBP1"	1.84527489114499e-05	0.231339756292648	0.575	0.519	0.427144231802242	"Mig"	"SH3KBP1"	"AD"
"SARAF"	1.8554676763515e-05	0.385284863783291	0.16	0.112	0.429503657721844	"Mig"	"SARAF"	"AD"
"BLNK"	1.96690690606731e-05	0.307757145830868	0.163	0.114	0.455299610616461	"Mig"	"BLNK"	"AD"
"LSM14A"	2.12810561114263e-05	0.376922382465367	0.111	0.071	0.492613886867296	"Mig"	"LSM14A"	"AD"
"PSMB4"	2.26953514197812e-05	0.173852552504965	0.143	0.097	0.525351994665095	"Mig"	"PSMB4"	"AD"
"PNISR"	2.37752400388415e-05	0.26214236048795	0.409	0.342	0.550349256419104	"Mig"	"PNISR"	"AD"
"MARCHF1"	2.4946955814381e-05	-0.226584986688035	0.09	0.132	0.577472133191292	"Mig"	"MARCHF1"	"AD"
"S100A11"	2.52136872187713e-05	-0.372145846625613	0.23	0.286	0.583646431740118	"Mig"	"S100A11"	"AD"
"MTND6P3"	2.73236223083742e-05	-0.231814327919241	0.122	0.17	0.632487209194247	"Mig"	"MTND6P3"	"AD"
"SUSD6"	2.80559908943214e-05	0.0985139246302005	0.227	0.169	0.649440077221752	"Mig"	"SUSD6"	"AD"
"LYST"	2.89959472956305e-05	0.508341080655906	0.101	0.063	0.671198187999255	"Mig"	"LYST"	"AD"
"RNF213"	2.92717844442379e-05	-0.719506293360966	0.155	0.202	0.67758326631522	"Mig"	"RNF213"	"AD"
"SGK1"	3.09133656089311e-05	0.321083619030279	0.154	0.108	0.715582587115538	"Mig"	"SGK1"	"AD"
"CORO1C"	3.16745626703571e-05	-0.372287481199419	0.213	0.263	0.733202776693426	"Mig"	"CORO1C"	"AD"
"AKAP9"	3.96087188726051e-05	0.305787714380294	0.216	0.162	0.916862624463064	"Mig"	"AKAP9"	"AD"
"CREBRF"	4.11050274395941e-05	0.619316252086611	0.105	0.068	0.951499175171724	"Mig"	"CREBRF"	"AD"
"SLC1A3"	4.20281581427745e-05	0.0989225633191282	0.445	0.368	0.972867804688943	"Mig"	"SLC1A3"	"AD"
"HLA-DMB"	4.2285748675146e-05	-0.396631007068067	0.132	0.18	0.978830510332279	"Mig"	"HLA-DMB"	"AD"
"ZNF292"	4.33929611509897e-05	0.356935027594707	0.167	0.12	1	"Mig"	"ZNF292"	"AD"
"RUNX1"	4.36517522883497e-05	-0.591898803519293	0.079	0.117	1	"Mig"	"RUNX1"	"AD"
"LOC100506403"	4.36517522883497e-05	-0.591898803519293	0.079	0.117	1	"Mig"	"LOC100506403"	"AD"
"TYROBP"	4.39179524843221e-05	-0.316710424713778	0.215	0.268	1	"Mig"	"TYROBP"	"AD"
"CPSF6"	4.55107353448631e-05	0.42331477302671	0.213	0.161	1	"Mig"	"CPSF6"	"AD"
"INSR"	4.91667073550303e-05	0.366478026312532	0.246	0.189	1	"Mig"	"INSR"	"AD"
"PSMA3-AS1"	5.01291311575778e-05	-0.18462832091339	0.238	0.301	1	"Mig"	"PSMA3-AS1"	"AD"
"KIAA1109"	5.2927392191407e-05	0.380619396870572	0.141	0.098	1	"Mig"	"KIAA1109"	"AD"
"WASF2"	5.4583956640231e-05	0.446746797019035	0.168	0.123	1	"Mig"	"WASF2"	"AD"
"USP34"	5.50878862574532e-05	0.573549337186566	0.113	0.075	1	"Mig"	"USP34"	"AD"
"ADAP2"	5.64924941849042e-05	0.242998183972274	0.137	0.095	1	"Mig"	"ADAP2"	"AD"
"WDR43"	5.6898276122089e-05	-0.42970251131898	0.148	0.194	1	"Mig"	"WDR43"	"AD"
"SLA"	5.76068270167373e-05	-0.191543908561042	0.092	0.133	1	"Mig"	"SLA"	"AD"
"ZFC3H1"	5.82718850453699e-05	0.395510825283095	0.135	0.093	1	"Mig"	"ZFC3H1"	"AD"
"FGD2"	5.87471571887456e-05	-0.561452017862705	0.497	0.536	1	"Mig"	"FGD2"	"AD"
"TIAL1"	5.89104874058843e-05	0.181377303303542	0.22	0.168	1	"Mig"	"TIAL1"	"AD"
"ADIPOR1"	5.96344599810152e-05	-0.433916661696427	0.156	0.203	1	"Mig"	"ADIPOR1"	"AD"
"ZFP36L1"	6.04724310349473e-05	-0.00411262091913489	0.55	0.477	1	"Mig"	"ZFP36L1"	"AD"
"SAMHD1"	6.94394604334282e-05	-0.251868663282514	0.094	0.134	1	"Mig"	"SAMHD1"	"AD"
"HNRNPH2"	7.52987792232672e-05	-0.19055802212372	0.105	0.145	1	"Mig"	"HNRNPH2"	"AD"
"SLC38A2"	7.55754950393948e-05	0.230577730339804	0.182	0.135	1	"Mig"	"SLC38A2"	"AD"
"SERPINB9"	7.66781130787031e-05	-0.382111346102646	0.544	0.579	1	"Mig"	"SERPINB9"	"AD"
"SKIL"	7.86299451048286e-05	0.2443800705665	0.434	0.364	1	"Mig"	"SKIL"	"AD"
"SIGLEC10"	8.04525973548697e-05	-0.430226800143371	0.065	0.1	1	"Mig"	"SIGLEC10"	"AD"
"PYGL"	8.33240056810851e-05	-0.232674418035161	0.087	0.125	1	"Mig"	"PYGL"	"AD"
"ND4L"	8.67071958278443e-05	0.0810082150735134	0.259	0.2	1	"Mig"	"ND4L"	"AD"
"COL6A3"	8.71037774929967e-05	-0.142743507267363	0.749	0.814	1	"Mig"	"COL6A3"	"AD"
"TRA2B"	8.76503723877701e-05	0.344870599030148	0.134	0.094	1	"Mig"	"TRA2B"	"AD"
"PDCD4"	8.88327842465646e-05	0.340231664867872	0.193	0.145	1	"Mig"	"PDCD4"	"AD"
"MKNK1"	9.61848813773922e-05	0.161006070927411	0.267	0.209	1	"Mig"	"MKNK1"	"AD"
"PTMAP5"	9.63585299190328e-05	-0.27296571659381	0.376	0.428	1	"Mig"	"PTMAP5"	"AD"
"OGT"	0.000103491481344379	0.297941454440778	0.229	0.176	1	"Mig"	"OGT"	"AD"
"GREM1"	0.000121665471559025	0.2862181759865	0.697	0.658	1	"Mig"	"GREM1"	"AD"
"MTDH"	0.000130646899054018	-0.535692525699775	0.122	0.163	1	"Mig"	"MTDH"	"AD"
"ARPC4"	0.000133976197091405	-0.257536737281681	0.244	0.299	1	"Mig"	"ARPC4"	"AD"
"GLG1"	0.000144526127980221	0.303347265787478	0.129	0.09	1	"Mig"	"GLG1"	"AD"
"RNF130"	0.000145597006865908	0.482675152896556	0.149	0.108	1	"Mig"	"RNF130"	"AD"
"PAPOLA"	0.000146066197790035	0.475110157263686	0.152	0.111	1	"Mig"	"PAPOLA"	"AD"
"EIF4G2"	0.000148532509278878	0.341285674228835	0.119	0.081	1	"Mig"	"EIF4G2"	"AD"
"BCLAF1"	0.000155399713582134	0.334243264645273	0.131	0.093	1	"Mig"	"BCLAF1"	"AD"
"PKM"	0.000163598607477786	-0.486829413577456	0.15	0.192	1	"Mig"	"PKM"	"AD"
"CTSC"	0.000166737528652501	-0.524839110750369	0.145	0.187	1	"Mig"	"CTSC"	"AD"
"TAX1BP1"	0.000174217288201733	0.185409711386898	0.158	0.116	1	"Mig"	"TAX1BP1"	"AD"
"CFLAR"	0.000174301796270646	0.401990893645267	0.139	0.098	1	"Mig"	"CFLAR"	"AD"
"FKBP5"	0.000178782001743998	0.535746783299167	0.217	0.171	1	"Mig"	"FKBP5"	"AD"
"GNAS"	0.000183198805499437	0.209290643024155	0.359	0.298	1	"Mig"	"GNAS"	"AD"
"SPECC1"	0.000199949779814972	0.558066135563178	0.115	0.08	1	"Mig"	"SPECC1"	"AD"
"ENTPD1"	0.000209786737178314	-0.544439038134245	0.156	0.198	1	"Mig"	"ENTPD1"	"AD"
"B4GALT1"	0.000210942845888798	-0.338633744070055	0.344	0.394	1	"Mig"	"B4GALT1"	"AD"
"ADORA3"	0.000218337174186119	0.531597290062737	0.144	0.104	1	"Mig"	"ADORA3"	"AD"
"SEL1L"	0.000234287057273105	-0.429704811219283	0.179	0.224	1	"Mig"	"SEL1L"	"AD"
"DDX3X"	0.000241816215277719	0.125775469219762	0.323	0.26	1	"Mig"	"DDX3X"	"AD"
"H3-3B"	0.000243749190450401	0.25439483167065	0.277	0.225	1	"Mig"	"H3-3B"	"AD"
"HLA-DMA"	0.000262352655466962	-0.291603372809648	0.162	0.209	1	"Mig"	"HLA-DMA"	"AD"
"P2RY13"	0.000275855193918727	0.151539884704564	0.199	0.153	1	"Mig"	"P2RY13"	"AD"
"MTA2"	0.000279177021974265	-0.261315146414066	0.332	0.378	1	"Mig"	"MTA2"	"AD"
"RUNX2"	0.000281172320775164	0.282574527923488	0.142	0.103	1	"Mig"	"RUNX2"	"AD"
"FCER1G"	0.000295937255437445	-0.276343505029256	0.195	0.242	1	"Mig"	"FCER1G"	"AD"
"STRN3"	0.000308749733941574	0.153304319851763	0.12	0.084	1	"Mig"	"STRN3"	"AD"
"STOM"	0.000315764248926052	-0.501987169604601	0.115	0.151	1	"Mig"	"STOM"	"AD"
"TNFRSF1A"	0.000319399098574637	-0.0461604349091729	0.12	0.161	1	"Mig"	"TNFRSF1A"	"AD"
"CCDC117"	0.000334704299277574	0.466984554723288	0.119	0.084	1	"Mig"	"CCDC117"	"AD"
"FTH1P2"	0.000351736165029891	-0.277337344710593	0.24	0.285	1	"Mig"	"FTH1P2"	"AD"
"CCDC144B"	0.000358552475782335	0.08263502013263	0.131	0.094	1	"Mig"	"CCDC144B"	"AD"
"GPCPD1"	0.000393847206494692	0.504301081604257	0.102	0.07	1	"Mig"	"GPCPD1"	"AD"
"SSR4"	0.00039873196872425	-0.133660059601656	0.07	0.101	1	"Mig"	"SSR4"	"AD"
"FGFR1OP2"	0.000402946984100739	0.481723670132568	0.181	0.141	1	"Mig"	"FGFR1OP2"	"AD"
"YWHAZ"	0.000411206244972834	-0.397880112027013	0.149	0.189	1	"Mig"	"YWHAZ"	"AD"
"LILRB4"	0.000421630806022334	-0.414859525142431	0.092	0.127	1	"Mig"	"LILRB4"	"AD"
"TOR1AIP2"	0.000454617363241117	0.0947820129136279	0.194	0.149	1	"Mig"	"TOR1AIP2"	"AD"
"SFMBT2"	0.000469973111419044	0.395399602628109	0.119	0.085	1	"Mig"	"SFMBT2"	"AD"
"ETV5"	0.000513894835123671	-0.169062539026334	0.24	0.287	1	"Mig"	"ETV5"	"AD"
"ACIN1"	0.000515542116574894	0.337965134698979	0.1	0.068	1	"Mig"	"ACIN1"	"AD"
"CNOT9"	0.00052660830534548	0.0652007947015081	0.122	0.086	1	"Mig"	"CNOT9"	"AD"
"FOXP1"	0.000573397689919454	0.239120211040075	0.163	0.124	1	"Mig"	"FOXP1"	"AD"
"PTEN"	0.000573478084268454	0.271016150843786	0.27	0.223	1	"Mig"	"PTEN"	"AD"
"ATL3"	0.000580719231670018	-0.558577442252785	0.082	0.113	1	"Mig"	"ATL3"	"AD"
"HMGB1"	0.000650414890191124	0.360772656008218	0.345	0.296	1	"Mig"	"HMGB1"	"AD"
"WAC"	0.000688886058456996	0.322943467824432	0.101	0.071	1	"Mig"	"WAC"	"AD"
"SON"	0.000710502840065829	-0.408587761885619	0.472	0.517	1	"Mig"	"SON"	"AD"
"POGZ"	0.000738929636487899	0.451769726248948	0.132	0.097	1	"Mig"	"POGZ"	"AD"
"PIAS2"	0.000749123695667035	0.347374852008465	0.111	0.079	1	"Mig"	"PIAS2"	"AD"
"SSH2"	0.000752900956243463	-0.0727711836858416	0.23	0.274	1	"Mig"	"SSH2"	"AD"
"GOLIM4"	0.00080535831546247	0.144882782227695	0.215	0.17	1	"Mig"	"GOLIM4"	"AD"
"HERC4"	0.000814403372731085	0.602791758934693	0.114	0.082	1	"Mig"	"HERC4"	"AD"
"CTSB"	0.000831059723785366	-0.162583490285613	0.54	0.582	1	"Mig"	"CTSB"	"AD"
"MIR1244-3"	0.000907169609959508	-0.209607798111595	0.089	0.121	1	"Mig"	"MIR1244-3"	"AD"
"PRPF38B"	0.000933353117136966	-0.169084807375602	0.252	0.202	1	"Mig"	"PRPF38B"	"AD"
"TLE3"	0.000978388742891808	-0.0801849271076183	0.182	0.138	1	"Mig"	"TLE3"	"AD"
"PCM1"	0.00101617138814656	0.399465592006655	0.257	0.214	1	"Mig"	"PCM1"	"AD"
"RC3H1"	0.00102874919729239	0.334344331097443	0.123	0.09	1	"Mig"	"RC3H1"	"AD"
"PWWP3A"	0.0010295908651669	0.404907597170284	0.196	0.155	1	"Mig"	"PWWP3A"	"AD"
"IL18"	0.00105136399216294	-0.378301990389223	0.095	0.127	1	"Mig"	"IL18"	"AD"
"CEBPD"	0.00107981096916258	0.362386022181395	0.153	0.117	1	"Mig"	"CEBPD"	"AD"
"MTRNR2L1"	0.00110326021680208	0.195588706040464	0.177	0.139	1	"Mig"	"MTRNR2L1"	"AD"
"ATP5F1E"	0.00110528363889923	-0.317950061789612	0.199	0.241	1	"Mig"	"ATP5F1E"	"AD"
"SRRM2"	0.00113919724268707	0.133182287002772	0.241	0.196	1	"Mig"	"SRRM2"	"AD"
"BCAS4"	0.00122239691642572	-0.160445881431345	0.222	0.265	1	"Mig"	"BCAS4"	"AD"
"CTNNB1"	0.0012587705099122	-0.105751245537697	0.615	0.648	1	"Mig"	"CTNNB1"	"AD"
"DNMT3A"	0.00126758880117418	-0.208241189532823	0.802	0.826	1	"Mig"	"DNMT3A"	"AD"
"HLA-DRB6"	0.00134389866299751	-0.202816967222837	0.146	0.188	1	"Mig"	"HLA-DRB6"	"AD"
"TACC1"	0.00139730461360006	0.446423504571764	0.135	0.103	1	"Mig"	"TACC1"	"AD"
"SLC39A10"	0.00143793329856606	0.199954321496313	0.101	0.071	1	"Mig"	"SLC39A10"	"AD"
"SESN3"	0.00156420951342039	0.380771570590247	0.12	0.088	1	"Mig"	"SESN3"	"AD"
"NOP10"	0.00159704971919489	-0.300798137011684	0.075	0.104	1	"Mig"	"NOP10"	"AD"
"CMTM6"	0.00159913905416825	-0.252239523278302	0.167	0.203	1	"Mig"	"CMTM6"	"AD"
"WNT5A"	0.00161532830420986	-0.418917620203475	0.131	0.165	1	"Mig"	"WNT5A"	"AD"
"YBX1"	0.00166041082037329	-0.305832171866736	0.238	0.279	1	"Mig"	"YBX1"	"AD"
"ARGLU1"	0.00172162362698286	0.144209632358792	0.423	0.372	1	"Mig"	"ARGLU1"	"AD"
"GSN"	0.00172882079166849	-0.0804397489451847	0.573	0.599	1	"Mig"	"GSN"	"AD"
"DNAJC3"	0.00173202989809151	-0.591028471998761	0.191	0.227	1	"Mig"	"DNAJC3"	"AD"
"SLC30A7"	0.00179589405546088	-0.317119178042068	0.098	0.128	1	"Mig"	"SLC30A7"	"AD"
"ATP6V1B2"	0.00181872435167995	0.212087411793543	0.106	0.077	1	"Mig"	"ATP6V1B2"	"AD"
"LAPTM5"	0.00187139435325882	-0.229171602950685	0.362	0.411	1	"Mig"	"LAPTM5"	"AD"
"APLP2"	0.00199850467049136	-0.521570476191294	0.192	0.226	1	"Mig"	"APLP2"	"AD"
"CD81"	0.00204198607262552	-0.18311350806708	0.171	0.207	1	"Mig"	"CD81"	"AD"
"MYL6"	0.00213447646042019	-0.264376034921777	0.165	0.202	1	"Mig"	"MYL6"	"AD"
"TRIM13"	0.00214548436514792	0.374463631518756	0.15	0.115	1	"Mig"	"TRIM13"	"AD"
"MTCO3P12"	0.0021676358921863	0.180938215274434	0.405	0.353	1	"Mig"	"MTCO3P12"	"AD"
"PPP6R3"	0.00224492352028714	0.30920912490083	0.128	0.096	1	"Mig"	"PPP6R3"	"AD"
"TPI1"	0.00226112590241451	-0.230121739979101	0.081	0.11	1	"Mig"	"TPI1"	"AD"
"EIF2S3"	0.0022836270461944	0.170440624020967	0.321	0.272	1	"Mig"	"EIF2S3"	"AD"
"IRF2"	0.00237170911180613	-0.0592933028413196	0.101	0.133	1	"Mig"	"IRF2"	"AD"
"MED12L"	0.0023952052580665	-0.0160002047355672	0.298	0.252	1	"Mig"	"MED12L"	"AD"
"IGSF6"	0.00241462328438734	-0.0898809514287877	0.192	0.232	1	"Mig"	"IGSF6"	"AD"
"CDC42"	0.0025768698503386	-0.471109458865758	0.33	0.358	1	"Mig"	"CDC42"	"AD"
"ZNF106"	0.00275691709163288	0.309081609949874	0.147	0.114	1	"Mig"	"ZNF106"	"AD"
"PNRC1"	0.00277303264565487	0.288249862530931	0.142	0.109	1	"Mig"	"PNRC1"	"AD"
"DCAKD"	0.00279942202190795	-0.242324538143206	0.093	0.123	1	"Mig"	"DCAKD"	"AD"
"ATM"	0.00284415024829652	0.167568113323768	0.334	0.283	1	"Mig"	"ATM"	"AD"
"HMGB1P5"	0.00288497385814556	0.31504957085953	0.266	0.225	1	"Mig"	"HMGB1P5"	"AD"
"CD164"	0.00296671921159758	0.3046223046057	0.128	0.097	1	"Mig"	"CD164"	"AD"
"EEF1A1"	0.00301036435182751	-0.121579777915214	0.461	0.501	1	"Mig"	"EEF1A1"	"AD"
"ANKRD12"	0.00309849428020102	0.189193368213783	0.182	0.147	1	"Mig"	"ANKRD12"	"AD"
"ARL6IP5"	0.00311946976420067	0.183926374022866	0.194	0.156	1	"Mig"	"ARL6IP5"	"AD"
"RAP2A"	0.00312831691740348	-0.271426620530954	0.101	0.13	1	"Mig"	"RAP2A"	"AD"
"UBA52"	0.00318716720218346	-0.313993947649565	0.205	0.242	1	"Mig"	"UBA52"	"AD"
"RABGAP1L"	0.00319729102905806	0.207312115208321	0.115	0.085	1	"Mig"	"RABGAP1L"	"AD"
"AKR1B1"	0.00368689298125176	0.333447279164359	0.106	0.079	1	"Mig"	"AKR1B1"	"AD"
"CSF3R"	0.00378701488010711	0.252780787351753	0.117	0.089	1	"Mig"	"CSF3R"	"AD"
"ATXN7"	0.00386023627603617	0.215543307097206	0.265	0.22	1	"Mig"	"ATXN7"	"AD"
"IFNGR2"	0.00387436090645289	-0.22145587534517	0.161	0.194	1	"Mig"	"IFNGR2"	"AD"
"MIR1244-4"	0.0038830995111646	-0.218044889426856	0.086	0.113	1	"Mig"	"MIR1244-4"	"AD"
"RSRC2"	0.0039026930451698	0.448560385608838	0.111	0.083	1	"Mig"	"RSRC2"	"AD"
