"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"stage"
"WDR72"	0.0896860217703646	-0.000983828722794292	0	0.125	1	"Mig"	"WDR72"	"40-60"
"WDR78"	0.0896860217703646	-0.00561415196449384	0	0.125	1	"Mig"	"WDR78"	"40-60"
"WNK4"	0.0896860217703646	-0.0139946279333568	0	0.125	1	"Mig"	"WNK4"	"40-60"
"WNT16"	0.0896860217703646	-0.00040173618186833	0	0.125	1	"Mig"	"WNT16"	"40-60"
"XPNPEP3"	0.0896860217703646	-0.00040173618186833	0	0.125	1	"Mig"	"XPNPEP3"	"40-60"
"YDJC"	0.0896860217703646	-0.000957070079101368	0	0.125	1	"Mig"	"YDJC"	"40-60"
"ZBTB39"	0.0896860217703646	-0.00921174714822245	0	0.125	1	"Mig"	"ZBTB39"	"40-60"
"ZC3H3"	0.0896860217703646	-0.0243859455100076	0	0.125	1	"Mig"	"ZC3H3"	"40-60"
"ZFP82"	0.0896860217703646	-0.0171744286655284	0	0.125	1	"Mig"	"ZFP82"	"40-60"
"ZFP91-CNTF"	0.0896860217703646	-0.052641517163546	0	0.125	1	"Mig"	"ZFP91-CNTF"	"40-60"
"ZFPM1"	0.0896860217703646	-0.00289940406608505	0	0.125	1	"Mig"	"ZFPM1"	"40-60"
"ZIC3"	0.0896860217703646	-0.00964210543271467	0	0.125	1	"Mig"	"ZIC3"	"40-60"
"ZIM2"	0.0896860217703646	-0.000803360526496797	0	0.125	1	"Mig"	"ZIM2"	"40-60"
"ZKSCAN2"	0.0896860217703646	-0.0431437558009977	0	0.125	1	"Mig"	"ZKSCAN2"	"40-60"
"ZKSCAN4"	0.0896860217703646	-0.00070249208513839	0	0.125	1	"Mig"	"ZKSCAN4"	"40-60"
"ZMYND12"	0.0896860217703646	-0.00040173618186833	0	0.125	1	"Mig"	"ZMYND12"	"40-60"
"ZMYND15"	0.0896860217703646	-0.173016389227547	0	0.125	1	"Mig"	"ZMYND15"	"40-60"
"ZNF101"	0.0896860217703646	-0.0201745173929477	0	0.125	1	"Mig"	"ZNF101"	"40-60"
"ZNF165"	0.0896860217703646	-0.0199663369562994	0	0.125	1	"Mig"	"ZNF165"	"40-60"
"ZNF175"	0.0896860217703646	-0.000983828722794292	0	0.125	1	"Mig"	"ZNF175"	"40-60"
"ZNF185"	0.0896860217703646	-0.00174394243818092	0	0.125	1	"Mig"	"ZNF185"	"40-60"
"ZNF213"	0.0896860217703646	-0.00040173618186833	0	0.125	1	"Mig"	"ZNF213"	"40-60"
"ZNF259"	0.0896860217703646	-0.146115209541403	0	0.125	1	"Mig"	"ZNF259"	"40-60"
"ZNF280A"	0.0896860217703646	-0.00386457864954595	0	0.125	1	"Mig"	"ZNF280A"	"40-60"
"ZNF321P"	0.0896860217703646	-0.0016766463930504	0	0.125	1	"Mig"	"ZNF321P"	"40-60"
"ZNF358"	0.0896860217703646	-0.00393129582330923	0	0.125	1	"Mig"	"ZNF358"	"40-60"
"ZNF366"	0.0896860217703646	-0.057838778568777	0	0.125	1	"Mig"	"ZNF366"	"40-60"
"ZNF385A"	0.0896860217703646	-0.0118960923252111	0	0.125	1	"Mig"	"ZNF385A"	"40-60"
"ZNF385B"	0.0896860217703646	-0.221113396621402	0	0.125	1	"Mig"	"ZNF385B"	"40-60"
"ZNF398"	0.0896860217703646	-0.001204873096135	0	0.125	1	"Mig"	"ZNF398"	"40-60"
"ZNF496"	0.0896860217703646	-0.00921174714822245	0	0.125	1	"Mig"	"ZNF496"	"40-60"
"ZNF500"	0.0896860217703646	-0.0016766463930504	0	0.125	1	"Mig"	"ZNF500"	"40-60"
"ZNF501"	0.0896860217703646	-0.00240874077683368	0	0.125	1	"Mig"	"ZNF501"	"40-60"
"ZNF514"	0.0896860217703646	-0.00040173618186833	0	0.125	1	"Mig"	"ZNF514"	"40-60"
"ZNF555"	0.0896860217703646	-0.118005582470063	0	0.125	1	"Mig"	"ZNF555"	"40-60"
"ZNF556"	0.0896860217703646	-0.00070249208513839	0	0.125	1	"Mig"	"ZNF556"	"40-60"
"ZNF559-ZNF177"	0.0896860217703646	-0.00386457864954595	0	0.125	1	"Mig"	"ZNF559-ZNF177"	"40-60"
"ZNF595"	0.0896860217703646	-0.0174604916212226	0	0.125	1	"Mig"	"ZNF595"	"40-60"
"ZNF599"	0.0896860217703646	-0.00785190810245082	0	0.125	1	"Mig"	"ZNF599"	"40-60"
"ZNF643"	0.0896860217703646	-0.0372825494485768	0	0.125	1	"Mig"	"ZNF643"	"40-60"
"ZNF670-ZNF695"	0.0896860217703646	-0.000957070079101368	0	0.125	1	"Mig"	"ZNF670-ZNF695"	"40-60"
"ZNF717"	0.0896860217703646	-0.00240874077683368	0	0.125	1	"Mig"	"ZNF717"	"40-60"
"ZNF750"	0.0896860217703646	-0.128571048819661	0	0.125	1	"Mig"	"ZNF750"	"40-60"
"ZNF786"	0.0896860217703646	-0.00040173618186833	0	0.125	1	"Mig"	"ZNF786"	"40-60"
"ZNF865"	0.0896860217703646	-0.0621260925128717	0	0.125	1	"Mig"	"ZNF865"	"40-60"
"ZNHIT1"	0.0896860217703646	-0.00393129582330923	0	0.125	1	"Mig"	"ZNHIT1"	"40-60"
"PMP22"	0.0900515289812934	0.373251996568566	0.56	0.25	1	"Mig"	"PMP22"	"40-60"
"USMG5"	0.0900515289812934	-0.241482331006046	0.44	0.625	1	"Mig"	"USMG5"	"40-60"
"NOP58"	0.0908937304725819	0.690662519642192	0.72	0.5	1	"Mig"	"NOP58"	"40-60"
"SNHG6"	0.0908937304725819	0.120890600245066	0.72	0.5	1	"Mig"	"SNHG6"	"40-60"
"LYN"	0.0917022579410289	-0.560678660380517	0.2	0.5	1	"Mig"	"LYN"	"40-60"
"VASH1"	0.0917022579410289	-0.14331862470524	0.2	0.5	1	"Mig"	"VASH1"	"40-60"
"STAT3"	0.0924345464964214	0.381037734165775	0.76	0.5	1	"Mig"	"STAT3"	"40-60"
"AMPH"	0.0926153803378123	0.0388273621899764	0.44	0.125	1	"Mig"	"AMPH"	"40-60"
"BNIP2"	0.0926153803378123	0.754328002996579	0.44	0.125	1	"Mig"	"BNIP2"	"40-60"
"C12orf5"	0.0926153803378123	0.212754598230883	0.44	0.125	1	"Mig"	"C12orf5"	"40-60"
"C3orf38"	0.0926153803378123	0.504037232793786	0.44	0.125	1	"Mig"	"C3orf38"	"40-60"
"EGLN1"	0.0926153803378123	0.184454337894202	0.44	0.125	1	"Mig"	"EGLN1"	"40-60"
"FANCL"	0.0926153803378123	0.493960030300581	0.44	0.125	1	"Mig"	"FANCL"	"40-60"
"FBXL5"	0.0926153803378123	0.176083456444685	0.44	0.125	1	"Mig"	"FBXL5"	"40-60"
"JMY"	0.0926153803378123	0.130175301548009	0.44	0.125	1	"Mig"	"JMY"	"40-60"
"LRRTM2"	0.0926153803378123	0.418254246450233	0.44	0.125	1	"Mig"	"LRRTM2"	"40-60"
"MTHFD2"	0.0926153803378123	0.773282851035554	0.44	0.125	1	"Mig"	"MTHFD2"	"40-60"
"SNX10"	0.0926153803378123	0.348852593444438	0.44	0.125	1	"Mig"	"SNX10"	"40-60"
"ST3GAL1"	0.0926153803378123	-0.0291469168622209	0.28	0.625	1	"Mig"	"ST3GAL1"	"40-60"
"UBE2D4"	0.0926153803378123	0.383056287286946	0.44	0.125	1	"Mig"	"UBE2D4"	"40-60"
"EIF2S3"	0.0926189018309202	-1.01287616260257	0.88	0.875	1	"Mig"	"EIF2S3"	"40-60"
"FAM49B"	0.0931636115796822	0.346576947454316	0.72	0.375	1	"Mig"	"FAM49B"	"40-60"
"PCNP"	0.0931636115796822	-0.599681572451077	0.56	0.875	1	"Mig"	"PCNP"	"40-60"
"SCFD1"	0.0931636115796822	0.257766666354455	0.72	0.375	1	"Mig"	"SCFD1"	"40-60"
"CDK12"	0.0932899561836047	-0.485293167905426	0.24	0.5	1	"Mig"	"CDK12"	"40-60"
"ITPK1"	0.0932899561836047	-0.218164978383728	0.24	0.5	1	"Mig"	"ITPK1"	"40-60"
"PIGG"	0.0932899561836047	-0.551274447614982	0.24	0.5	1	"Mig"	"PIGG"	"40-60"
"KLHL6"	0.0935062607598162	-0.34153308370082	0.28	0.5	1	"Mig"	"KLHL6"	"40-60"
"PSMB5"	0.0935062607598162	-0.885788887730115	0.28	0.5	1	"Mig"	"PSMB5"	"40-60"
"PSMD8"	0.0935062607598162	-0.331054947209716	0.28	0.5	1	"Mig"	"PSMD8"	"40-60"
"WDR82"	0.0935062607598162	-0.197999179736266	0.28	0.5	1	"Mig"	"WDR82"	"40-60"
"FBXO11"	0.0936943102481426	0.668785497230022	0.84	0.375	1	"Mig"	"FBXO11"	"40-60"
"FAM123A"	0.0939534961922163	0.314537658077381	0.52	0.25	1	"Mig"	"FAM123A"	"40-60"
"SRSF1"	0.0942776092363419	0.0912415795723597	0.6	0.25	1	"Mig"	"SRSF1"	"40-60"
"ZSWIM6"	0.0947014640828023	0.400695391371727	0.84	0.5	1	"Mig"	"ZSWIM6"	"40-60"
"ARHGAP32"	0.0954753200947982	0.19322289602901	0.48	0.125	1	"Mig"	"ARHGAP32"	"40-60"
"C18orf1"	0.0954753200947982	0.522382485838477	0.48	0.125	1	"Mig"	"C18orf1"	"40-60"
"CELSR2"	0.0954753200947982	0.0257323875667021	0.48	0.125	1	"Mig"	"CELSR2"	"40-60"
"JUNB"	0.0954753200947982	-0.116108533829029	0.32	0.625	1	"Mig"	"JUNB"	"40-60"
"USP25"	0.0954753200947982	0.0847125629383293	0.48	0.125	1	"Mig"	"USP25"	"40-60"
"ZNF460"	0.0954753200947982	0.217724751828657	0.48	0.125	1	"Mig"	"ZNF460"	"40-60"
"DENND5A"	0.0954843679945383	-0.148881796066711	0.92	0.375	1	"Mig"	"DENND5A"	"40-60"
"HIF1A"	0.0966345341385653	-1.04623110344714	0.64	0.875	1	"Mig"	"HIF1A"	"40-60"
"MPHOSPH8"	0.0966345341385653	0.20718844872736	0.8	0.375	1	"Mig"	"MPHOSPH8"	"40-60"
"CCP110"	0.0974147992930959	0.117905750960303	0.52	0.125	1	"Mig"	"CCP110"	"40-60"
"TMEM132B"	0.0974147992930959	0.208023085525822	0.52	0.125	1	"Mig"	"TMEM132B"	"40-60"
"ADIPOR1"	0.0974354457242484	0.377442308512777	0.68	0.5	1	"Mig"	"ADIPOR1"	"40-60"
"PTP4A1"	0.0974354457242484	0.211994184602217	0.76	0.25	1	"Mig"	"PTP4A1"	"40-60"
"BRCA2"	0.0979588958710868	-0.185010727500768	0.12	0.375	1	"Mig"	"BRCA2"	"40-60"
"FAM96A"	0.0979588958710868	-0.318282558941618	0.12	0.375	1	"Mig"	"FAM96A"	"40-60"
"FTSJD1"	0.0979588958710868	-0.0350630866304459	0.12	0.375	1	"Mig"	"FTSJD1"	"40-60"
"GBP1"	0.0979588958710868	-0.0775987441947365	0.12	0.375	1	"Mig"	"GBP1"	"40-60"
"IKBKB"	0.0979588958710868	-0.618356502172817	0.12	0.375	1	"Mig"	"IKBKB"	"40-60"
"NDUFS7"	0.0979588958710868	-0.0980003210864997	0.12	0.375	1	"Mig"	"NDUFS7"	"40-60"
"NKRF"	0.0979588958710868	0.0116740151398997	0.12	0.375	1	"Mig"	"NKRF"	"40-60"
"NUP62"	0.0979588958710868	-0.00533928923997267	0.12	0.375	1	"Mig"	"NUP62"	"40-60"
"PARVG"	0.0979588958710868	-0.418480909490095	0.12	0.375	1	"Mig"	"PARVG"	"40-60"
"PTPN18"	0.0979588958710868	-0.0455281699148128	0.12	0.375	1	"Mig"	"PTPN18"	"40-60"
"TMED9"	0.0979588958710868	-0.0802705001988444	0.12	0.375	1	"Mig"	"TMED9"	"40-60"
"TRIM5"	0.0979588958710868	-0.24357418719938	0.12	0.375	1	"Mig"	"TRIM5"	"40-60"
"MARCH1"	0.0979976470418684	0.5348459887307	0.64	0.25	1	"Mig"	"MARCH1"	"40-60"
"NEBL"	0.0979976470418684	0.650606988230733	0.64	0.25	1	"Mig"	"NEBL"	"40-60"
"RABEP1"	0.0979976470418684	0.0875005718966418	0.64	0.25	1	"Mig"	"RABEP1"	"40-60"
"SLC25A27"	0.0979976470418684	0.162983197625051	0.64	0.25	1	"Mig"	"SLC25A27"	"40-60"
"HSD17B12"	0.0985431210450283	-0.119664418742475	0.56	0.125	1	"Mig"	"HSD17B12"	"40-60"
"LINC00478"	0.0985431210450283	-0.0399517430369443	0.56	0.125	1	"Mig"	"LINC00478"	"40-60"
"NDUFA12"	0.0985431210450283	-0.326340005846861	0.4	0.625	1	"Mig"	"NDUFA12"	"40-60"
"SNX22"	0.0985431210450283	-0.0242562843369354	0.56	0.125	1	"Mig"	"SNX22"	"40-60"
"ACACA"	0.0989587679332082	0.335932170462888	0.56	0.25	1	"Mig"	"ACACA"	"40-60"
"CSGALNACT1"	0.0989587679332082	0.358474272944476	0.56	0.25	1	"Mig"	"CSGALNACT1"	"40-60"
"SMARCC1"	0.0989587679332082	0.116000493175959	0.56	0.25	1	"Mig"	"SMARCC1"	"40-60"
"RAPGEF4"	0.0993733111779633	0.295103278968142	0.76	0.375	1	"Mig"	"RAPGEF4"	"40-60"
"USP15"	0.0993733111779633	0.3997049140494	0.76	0.375	1	"Mig"	"USP15"	"40-60"
"ACOT9"	0.100553910319302	0.0110799803549272	0.04	0.25	1	"Mig"	"ACOT9"	"40-60"
"ARHGAP10"	0.100553910319302	0.00377418221555919	0.04	0.25	1	"Mig"	"ARHGAP10"	"40-60"
"AURKA"	0.100553910319302	0.00148571155616857	0.04	0.25	1	"Mig"	"AURKA"	"40-60"
"C17orf61"	0.100553910319302	-0.000449670345746181	0.04	0.25	1	"Mig"	"C17orf61"	"40-60"
"C1orf95"	0.100553910319302	-0.00197049737766709	0.04	0.25	1	"Mig"	"C1orf95"	"40-60"
"COQ7"	0.100553910319302	0.00249792296536501	0.04	0.25	1	"Mig"	"COQ7"	"40-60"
"CRTC1"	0.100553910319302	-0.00634977154643205	0.04	0.25	1	"Mig"	"CRTC1"	"40-60"
"CTNND1"	0.100553910319302	0.00221603260083549	0.04	0.25	1	"Mig"	"CTNND1"	"40-60"
"CYB561D2"	0.100553910319302	-0.00218995569129758	0.04	0.25	1	"Mig"	"CYB561D2"	"40-60"
"GALNS"	0.100553910319302	-0.00266914966569595	0.04	0.25	1	"Mig"	"GALNS"	"40-60"
"HVCN1"	0.100553910319302	0.0422710423517564	0.04	0.25	1	"Mig"	"HVCN1"	"40-60"
"LOC653653"	0.100553910319302	0.000425119348557781	0.04	0.25	1	"Mig"	"LOC653653"	"40-60"
"MTHFD2L"	0.100553910319302	-0.0570670061497923	0.04	0.25	1	"Mig"	"MTHFD2L"	"40-60"
"PKN1"	0.100553910319302	-0.00185551366194447	0.04	0.25	1	"Mig"	"PKN1"	"40-60"
"SEPSECS"	0.100553910319302	0.0840773435612979	0.04	0.25	1	"Mig"	"SEPSECS"	"40-60"
"SFXN4"	0.100553910319302	-0.00184460361978104	0.04	0.25	1	"Mig"	"SFXN4"	"40-60"
"SLC39A8"	0.100553910319302	-0.15240745100996	0.04	0.25	1	"Mig"	"SLC39A8"	"40-60"
"STARD13"	0.100553910319302	-0.00851384561424849	0.04	0.25	1	"Mig"	"STARD13"	"40-60"
"TAS2R14"	0.100553910319302	0.0123644880819741	0.04	0.25	1	"Mig"	"TAS2R14"	"40-60"
"TGFBR3"	0.100553910319302	0.0976188383993793	0.04	0.25	1	"Mig"	"TGFBR3"	"40-60"
"TM4SF1"	0.100553910319302	-0.0392308010786704	0.04	0.25	1	"Mig"	"TM4SF1"	"40-60"
"TM7SF4"	0.100553910319302	-0.00481167664556228	0.04	0.25	1	"Mig"	"TM7SF4"	"40-60"
"TP53I3"	0.100553910319302	-0.00441693026389308	0.04	0.25	1	"Mig"	"TP53I3"	"40-60"
"TRIM25"	0.100553910319302	-0.0120229118498178	0.04	0.25	1	"Mig"	"TRIM25"	"40-60"
"ZNF133"	0.100553910319302	-0.000267979775291728	0.04	0.25	1	"Mig"	"ZNF133"	"40-60"
"KIF1B"	0.102303368229473	0.602888330415014	0.8	0.5	1	"Mig"	"KIF1B"	"40-60"
"PFDN5"	0.102303368229473	-0.708386376162252	0.68	0.875	1	"Mig"	"PFDN5"	"40-60"
"SCARB2"	0.102303368229473	0.543628127954238	0.8	0.5	1	"Mig"	"SCARB2"	"40-60"
"ARHGEF26"	0.102466184321744	0.261784046404201	0.44	0.125	1	"Mig"	"ARHGEF26"	"40-60"
"CNPY3"	0.102466184321744	-0.991446201293324	0.32	0.5	1	"Mig"	"CNPY3"	"40-60"
"FAM120B"	0.102466184321744	0.0747108058201343	0.44	0.125	1	"Mig"	"FAM120B"	"40-60"
"LOC100505576"	0.102466184321744	0.0966905934900891	0.44	0.125	1	"Mig"	"LOC100505576"	"40-60"
"MAP2K3"	0.102466184321744	-0.798179771232373	0.32	0.5	1	"Mig"	"MAP2K3"	"40-60"
"MCAM"	0.102466184321744	0.0407221068652319	0.44	0.125	1	"Mig"	"MCAM"	"40-60"
"NIPA2"	0.102466184321744	-0.000957391225564999	0.28	0.625	1	"Mig"	"NIPA2"	"40-60"
"MOB1A"	0.102480224291647	-0.342969369466552	0.2	0.5	1	"Mig"	"MOB1A"	"40-60"
"TMED5"	0.103356220769859	0.744106813792446	0.84	0.5	1	"Mig"	"TMED5"	"40-60"
"RAB11B"	0.103810814951218	-0.0752955986531532	0.24	0.5	1	"Mig"	"RAB11B"	"40-60"
"ALOX5AP"	0.104049613136251	-0.958257700777549	0.56	0.75	1	"Mig"	"ALOX5AP"	"40-60"
"NF1"	0.104049613136251	0.491305125355549	0.68	0.375	1	"Mig"	"NF1"	"40-60"
"SUMO2"	0.10478747162097	0.112316300872107	0.84	0.75	1	"Mig"	"SUMO2"	"40-60"
"ANKRD13C"	0.105326311150217	0.379958868782827	0.48	0.125	1	"Mig"	"ANKRD13C"	"40-60"
"ANTXR1"	0.105326311150217	0.306219866172564	0.48	0.125	1	"Mig"	"ANTXR1"	"40-60"
"CSTF3"	0.105326311150217	0.159424094671155	0.48	0.125	1	"Mig"	"CSTF3"	"40-60"
"HCFC1"	0.105326311150217	0.0231641043195533	0.48	0.125	1	"Mig"	"HCFC1"	"40-60"
"TCEAL2"	0.105326311150217	0.231666252306816	0.48	0.125	1	"Mig"	"TCEAL2"	"40-60"
"TSNAX"	0.105326311150217	0.217298356657276	0.48	0.125	1	"Mig"	"TSNAX"	"40-60"
"UQCRHL"	0.105326311150217	0.0295985867910724	0.48	0.125	1	"Mig"	"UQCRHL"	"40-60"
"ZCCHC17"	0.105326311150217	0.218390729076066	0.48	0.125	1	"Mig"	"ZCCHC17"	"40-60"
"CAMTA1"	0.105491761129949	0.536933422204628	0.8	0.375	1	"Mig"	"CAMTA1"	"40-60"
"DNAJC3"	0.105491761129949	0.425846860891539	0.8	0.375	1	"Mig"	"DNAJC3"	"40-60"
"PABPC3"	0.105491761129949	-0.183378910975795	0.64	0.875	1	"Mig"	"PABPC3"	"40-60"
"PDE4DIP"	0.105491761129949	0.164590807070547	0.8	0.375	1	"Mig"	"PDE4DIP"	"40-60"
"SNX3"	0.105491761129949	0.605937395943319	0.72	0.625	1	"Mig"	"SNX3"	"40-60"
"TM9SF3"	0.105491761129949	0.261123269191339	0.8	0.375	1	"Mig"	"TM9SF3"	"40-60"
"GNAS"	0.105779314194936	-0.407591532622402	0.92	1	1	"Mig"	"GNAS"	"40-60"
"TMBIM6"	0.105808469839346	-1.28696525838082	1	1	1	"Mig"	"TMBIM6"	"40-60"
"ABHD13"	0.106147772447294	0.0471120623664713	0.28	0	1	"Mig"	"ABHD13"	"40-60"
"ADCY1"	0.106147772447294	0.0524197216486673	0.28	0	1	"Mig"	"ADCY1"	"40-60"
"AES"	0.106147772447294	0.00595681894050015	0.28	0	1	"Mig"	"AES"	"40-60"
"AKAP5"	0.106147772447294	0.216510442801783	0.28	0	1	"Mig"	"AKAP5"	"40-60"
"ALDH1A3"	0.106147772447294	0.164987996049689	0.28	0	1	"Mig"	"ALDH1A3"	"40-60"
"ANKRD50"	0.106147772447294	0.0558294233054491	0.28	0	1	"Mig"	"ANKRD50"	"40-60"
"ARHGAP42"	0.106147772447294	0.0551786287961763	0.28	0	1	"Mig"	"ARHGAP42"	"40-60"
"ASCL1"	0.106147772447294	0.075378266257386	0.28	0	1	"Mig"	"ASCL1"	"40-60"
"ATP1A1OS"	0.106147772447294	0.0437321739325539	0.28	0	1	"Mig"	"ATP1A1OS"	"40-60"
"ATP8B2"	0.106147772447294	0.0132392467836689	0.28	0	1	"Mig"	"ATP8B2"	"40-60"
"BACH2"	0.106147772447294	0.0203289811289275	0.28	0	1	"Mig"	"BACH2"	"40-60"
"BICD1"	0.106147772447294	0.040272926845583	0.28	0	1	"Mig"	"BICD1"	"40-60"
"BROX"	0.106147772447294	0.185725536229227	0.28	0	1	"Mig"	"BROX"	"40-60"
"BRPF3"	0.106147772447294	0.081366767967786	0.28	0	1	"Mig"	"BRPF3"	"40-60"
"C10orf90"	0.106147772447294	0.0474124271727992	0.28	0	1	"Mig"	"C10orf90"	"40-60"
"C15orf17"	0.106147772447294	0.146162496436521	0.28	0	1	"Mig"	"C15orf17"	"40-60"
"C16orf87"	0.106147772447294	0.0486146663940277	0.28	0	1	"Mig"	"C16orf87"	"40-60"
"C6orf225"	0.106147772447294	0.027750206558196	0.28	0	1	"Mig"	"C6orf225"	"40-60"
"CACNA1G"	0.106147772447294	0.0106955036873045	0.28	0	1	"Mig"	"CACNA1G"	"40-60"
"CACNA2D1"	0.106147772447294	0.0130261045255194	0.28	0	1	"Mig"	"CACNA2D1"	"40-60"
"CCDC65"	0.106147772447294	0.0194427277953794	0.28	0	1	"Mig"	"CCDC65"	"40-60"
"CCT6P1"	0.106147772447294	0.0464681030650537	0.28	0	1	"Mig"	"CCT6P1"	"40-60"
"CD200"	0.106147772447294	0.203293972459934	0.28	0	1	"Mig"	"CD200"	"40-60"
"CDKN1B"	0.106147772447294	0.049577716774155	0.28	0	1	"Mig"	"CDKN1B"	"40-60"
"CHDH"	0.106147772447294	0.0312808154181928	0.28	0	1	"Mig"	"CHDH"	"40-60"
"CHM"	0.106147772447294	0.0645195751369193	0.28	0	1	"Mig"	"CHM"	"40-60"
"CLEC16A"	0.106147772447294	0.025068357360904	0.28	0	1	"Mig"	"CLEC16A"	"40-60"
"COX11"	0.106147772447294	0.103279317514918	0.28	0	1	"Mig"	"COX11"	"40-60"
"CRISPLD1"	0.106147772447294	0.452887861011886	0.28	0	1	"Mig"	"CRISPLD1"	"40-60"
"CXXC4"	0.106147772447294	0.249798644111847	0.28	0	1	"Mig"	"CXXC4"	"40-60"
"CXorf1"	0.106147772447294	0.16768595121903	0.28	0	1	"Mig"	"CXorf1"	"40-60"
"DACT3"	0.106147772447294	0.06461944820315	0.28	0	1	"Mig"	"DACT3"	"40-60"
"DCK"	0.106147772447294	0.0359565406484826	0.28	0	1	"Mig"	"DCK"	"40-60"
"DCUN1D5"	0.106147772447294	0.174886440518634	0.28	0	1	"Mig"	"DCUN1D5"	"40-60"
"DGCR8"	0.106147772447294	0.0164696393992215	0.28	0	1	"Mig"	"DGCR8"	"40-60"
"DHRS12"	0.106147772447294	0.0213840007724184	0.28	0	1	"Mig"	"DHRS12"	"40-60"
"DNAJC1"	0.106147772447294	0.0817181882172286	0.28	0	1	"Mig"	"DNAJC1"	"40-60"
"DNAJC12"	0.106147772447294	0.0686058703522319	0.28	0	1	"Mig"	"DNAJC12"	"40-60"
"DTWD1"	0.106147772447294	0.264705908825474	0.28	0	1	"Mig"	"DTWD1"	"40-60"
"EIF2C2"	0.106147772447294	0.0690455026903429	0.28	0	1	"Mig"	"EIF2C2"	"40-60"
"FAM70A"	0.106147772447294	0.186801512945872	0.28	0	1	"Mig"	"FAM70A"	"40-60"
"FAM82A1"	0.106147772447294	0.0434151771448434	0.28	0	1	"Mig"	"FAM82A1"	"40-60"
"FARSB"	0.106147772447294	0.763669551828339	0.28	0	1	"Mig"	"FARSB"	"40-60"
"FERMT1"	0.106147772447294	0.00859020289502501	0.28	0	1	"Mig"	"FERMT1"	"40-60"
"FGF14-IT1"	0.106147772447294	0.0136029804786524	0.28	0	1	"Mig"	"FGF14-IT1"	"40-60"
"FKBP11"	0.106147772447294	0.0718744629137645	0.28	0	1	"Mig"	"FKBP11"	"40-60"
"GABRA3"	0.106147772447294	0.0838988482810816	0.28	0	1	"Mig"	"GABRA3"	"40-60"
"GDPD1"	0.106147772447294	0.127873370367054	0.28	0	1	"Mig"	"GDPD1"	"40-60"
"GNB5"	0.106147772447294	0.044791085465345	0.28	0	1	"Mig"	"GNB5"	"40-60"
"GOSR2"	0.106147772447294	0.039437510761337	0.28	0	1	"Mig"	"GOSR2"	"40-60"
"GPR17"	0.106147772447294	0.00346453961251039	0.28	0	1	"Mig"	"GPR17"	"40-60"
"GRIK3"	0.106147772447294	0.00800610970382928	0.28	0	1	"Mig"	"GRIK3"	"40-60"
"GUSBP1"	0.106147772447294	0.0130796396493911	0.28	0	1	"Mig"	"GUSBP1"	"40-60"
"HECW1"	0.106147772447294	0.0859338581968779	0.28	0	1	"Mig"	"HECW1"	"40-60"
"INO80"	0.106147772447294	0.0389374939257046	0.28	0	1	"Mig"	"INO80"	"40-60"
"ISCA1"	0.106147772447294	0.0673996773178511	0.28	0	1	"Mig"	"ISCA1"	"40-60"
"JAK2"	0.106147772447294	0.0469683057147836	0.28	0	1	"Mig"	"JAK2"	"40-60"
"KCNN3"	0.106147772447294	0.438743009705848	0.28	0	1	"Mig"	"KCNN3"	"40-60"
"KCTD6"	0.106147772447294	0.0367818517008976	0.28	0	1	"Mig"	"KCTD6"	"40-60"
"KIAA1826"	0.106147772447294	0.371209365616385	0.28	0	1	"Mig"	"KIAA1826"	"40-60"
"KLRC3"	0.106147772447294	0.0124382209753506	0.28	0	1	"Mig"	"KLRC3"	"40-60"
"LARP6"	0.106147772447294	0.00888269193448684	0.28	0	1	"Mig"	"LARP6"	"40-60"
"LDLRAD3"	0.106147772447294	0.122789996744729	0.28	0	1	"Mig"	"LDLRAD3"	"40-60"
"LEO1"	0.106147772447294	0.0179640797376527	0.28	0	1	"Mig"	"LEO1"	"40-60"
"LIG3"	0.106147772447294	0.0623684352128416	0.28	0	1	"Mig"	"LIG3"	"40-60"
"LINC00320"	0.106147772447294	0.0513442305367238	0.28	0	1	"Mig"	"LINC00320"	"40-60"
"LOC100506233"	0.106147772447294	0.0791031201618028	0.28	0	1	"Mig"	"LOC100506233"	"40-60"
"LOC100506844"	0.106147772447294	0.0188405376165442	0.28	0	1	"Mig"	"LOC100506844"	"40-60"
"LOC254559"	0.106147772447294	0.013954675688802	0.28	0	1	"Mig"	"LOC254559"	"40-60"
"LOC283174"	0.106147772447294	0.0302095098929981	0.28	0	1	"Mig"	"LOC283174"	"40-60"
"LOC401320"	0.106147772447294	0.105549418180157	0.28	0	1	"Mig"	"LOC401320"	"40-60"
"LRRC34"	0.106147772447294	0.301873455704418	0.28	0	1	"Mig"	"LRRC34"	"40-60"
"MAP2K4"	0.106147772447294	0.415142905394808	0.28	0	1	"Mig"	"MAP2K4"	"40-60"
"METTL13"	0.106147772447294	0.133000087709761	0.28	0	1	"Mig"	"METTL13"	"40-60"
"MFSD8"	0.106147772447294	0.221244195370555	0.28	0	1	"Mig"	"MFSD8"	"40-60"
"MIR568"	0.106147772447294	0.076559976872473	0.28	0	1	"Mig"	"MIR568"	"40-60"
"MMS22L"	0.106147772447294	0.439939999523329	0.28	0	1	"Mig"	"MMS22L"	"40-60"
"MPP6"	0.106147772447294	0.0915808898960025	0.28	0	1	"Mig"	"MPP6"	"40-60"
