"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"region"
"PREX21"	0.24676521144698	2.35040028470638	0.226	0	1	"Endo"	"PREX2"	"Cerebellar Hemisphere"
"RASGEF1B"	0.24676521144698	1.81718291372975	0.226	0	1	"Endo"	"RASGEF1B"	"Cerebellar Hemisphere"
"RBM261"	0.24676521144698	2.02984452213261	0.226	0	1	"Endo"	"RBM26"	"Cerebellar Hemisphere"
"RBMS1"	0.24676521144698	2.1707333613253	0.226	0	1	"Endo"	"RBMS1"	"Cerebellar Hemisphere"
"RNU6-6P"	0.24676521144698	2.14850269762396	0.226	0	1	"Endo"	"RNU6-6P"	"Cerebellar Hemisphere"
"SLC4A41"	0.24676521144698	2.21196038904396	0.226	0	1	"Endo"	"SLC4A4"	"Cerebellar Hemisphere"
"SORBS2"	0.24676521144698	2.77828599063427	0.226	0	1	"Endo"	"SORBS2"	"Cerebellar Hemisphere"
"SPAG91"	0.24676521144698	2.13612447436634	0.226	0	1	"Endo"	"SPAG9"	"Cerebellar Hemisphere"
"SYNPO21"	0.24676521144698	2.19333567394956	0.226	0	1	"Endo"	"SYNPO2"	"Cerebellar Hemisphere"
"TMEM117"	0.24676521144698	1.91009431021279	0.226	0	1	"Endo"	"TMEM117"	"Cerebellar Hemisphere"
"PNISR1"	0.249528435953267	-0.424202287142579	0.468	0.8	1	"Endo"	"PNISR"	"Cerebellar Hemisphere"
"HDAC81"	0.251571247096664	-0.0624834971688391	0.145	0.4	1	"Endo"	"HDAC8"	"Cerebellar Hemisphere"
"PDGFRB"	0.252502105726287	-0.859611721957437	0.21	0.4	1	"Endo"	"PDGFRB"	"Cerebellar Hemisphere"
"RELN1"	0.252502105726287	-0.923798228394854	0.21	0.4	1	"Endo"	"RELN"	"Cerebellar Hemisphere"
"DGKB1"	0.253115419895113	1.48197688758465	0.419	0.2	1	"Endo"	"DGKB"	"Cerebellar Hemisphere"
"PCNX1"	0.254038780848435	-0.771043454976313	0.177	0.4	1	"Endo"	"PCNX"	"Cerebellar Hemisphere"
"MAP1B1"	0.259444490188864	-0.714172129321518	0.371	0.6	1	"Endo"	"MAP1B"	"Cerebellar Hemisphere"
"SNTG11"	0.259444490188864	1.55836427978213	0.403	0.2	1	"Endo"	"SNTG1"	"Cerebellar Hemisphere"
"ADAMTS6"	0.260250520721904	-1.37430522665609	0.065	0.2	1	"Endo"	"ADAMTS6"	"Cerebellar Hemisphere"
"AGPAT4"	0.260250520721904	-1.10339804933062	0.065	0.2	1	"Endo"	"AGPAT4"	"Cerebellar Hemisphere"
"ATP10D"	0.260250520721904	-0.868243376482733	0.065	0.2	1	"Endo"	"ATP10D"	"Cerebellar Hemisphere"
"C11orf58"	0.260250520721904	-0.661146206733308	0.065	0.2	1	"Endo"	"C11orf58"	"Cerebellar Hemisphere"
"CDC123"	0.260250520721904	-0.67496326741013	0.065	0.2	1	"Endo"	"CDC123"	"Cerebellar Hemisphere"
"CDK171"	0.260250520721904	-0.844033741569575	0.065	0.2	1	"Endo"	"CDK17"	"Cerebellar Hemisphere"
"COL13A1"	0.260250520721904	-1.15534129958555	0.065	0.2	1	"Endo"	"COL13A1"	"Cerebellar Hemisphere"
"CYBRD1"	0.260250520721904	-1.05930198509346	0.065	0.2	1	"Endo"	"CYBRD1"	"Cerebellar Hemisphere"
"DDHD1"	0.260250520721904	-0.778419176497017	0.065	0.2	1	"Endo"	"DDHD1"	"Cerebellar Hemisphere"
"EMP1"	0.260250520721904	-1.07039669772941	0.065	0.2	1	"Endo"	"EMP1"	"Cerebellar Hemisphere"
"FAM107A"	0.260250520721904	-1.13433738715645	0.065	0.2	1	"Endo"	"FAM107A"	"Cerebellar Hemisphere"
"FARP2"	0.260250520721904	-1.0650371966485	0.065	0.2	1	"Endo"	"FARP2"	"Cerebellar Hemisphere"
"G3BP2"	0.260250520721904	-0.913501487734498	0.065	0.2	1	"Endo"	"G3BP2"	"Cerebellar Hemisphere"
"GPBP1L1"	0.260250520721904	-1.3219677004056	0.065	0.2	1	"Endo"	"GPBP1L1"	"Cerebellar Hemisphere"
"HABP4"	0.260250520721904	-0.876653926952526	0.065	0.2	1	"Endo"	"HABP4"	"Cerebellar Hemisphere"
"HDLBP"	0.260250520721904	-0.875813999233239	0.065	0.2	1	"Endo"	"HDLBP"	"Cerebellar Hemisphere"
"ID3"	0.260250520721904	-1.30249878965572	0.065	0.2	1	"Endo"	"ID3"	"Cerebellar Hemisphere"
"ILK1"	0.260250520721904	-1.1659970729997	0.065	0.2	1	"Endo"	"ILK"	"Cerebellar Hemisphere"
"LONP21"	0.260250520721904	-0.923708264049239	0.065	0.2	1	"Endo"	"LONP2"	"Cerebellar Hemisphere"
"LRP5"	0.260250520721904	-1.22630404291071	0.065	0.2	1	"Endo"	"LRP5"	"Cerebellar Hemisphere"
"POT1-AS1"	0.260250520721904	-1.13672997467014	0.065	0.2	1	"Endo"	"POT1-AS1"	"Cerebellar Hemisphere"
"RALB"	0.260250520721904	-1.2154024305933	0.065	0.2	1	"Endo"	"RALB"	"Cerebellar Hemisphere"
"RFNG"	0.260250520721904	-1.10095415843569	0.065	0.2	1	"Endo"	"RFNG"	"Cerebellar Hemisphere"
"RP11-307P5.11"	0.260250520721904	-1.26182991666496	0.065	0.2	1	"Endo"	"RP11-307P5.1"	"Cerebellar Hemisphere"
"RP4-605O3.4"	0.260250520721904	-0.891921817433005	0.065	0.2	1	"Endo"	"RP4-605O3.4"	"Cerebellar Hemisphere"
"SERPING1"	0.260250520721904	-0.852095080495993	0.065	0.2	1	"Endo"	"SERPING1"	"Cerebellar Hemisphere"
"SH3BP5"	0.260250520721904	-0.695226997559849	0.065	0.2	1	"Endo"	"SH3BP5"	"Cerebellar Hemisphere"
"SLC30A101"	0.260250520721904	-1.01527843471123	0.065	0.2	1	"Endo"	"SLC30A10"	"Cerebellar Hemisphere"
"URB1"	0.260250520721904	-0.925174740335874	0.065	0.2	1	"Endo"	"URB1"	"Cerebellar Hemisphere"
"VCP1"	0.260250520721904	-0.760565254675837	0.065	0.2	1	"Endo"	"VCP"	"Cerebellar Hemisphere"
"ZC3H12B"	0.260250520721904	-0.914610825978252	0.065	0.2	1	"Endo"	"ZC3H12B"	"Cerebellar Hemisphere"
"AHI11"	0.260536958571101	-0.18141625516474	0.258	0.6	1	"Endo"	"AHI1"	"Cerebellar Hemisphere"
"MSRA1"	0.260728914787584	-0.729320474777219	0.194	0.4	1	"Endo"	"MSRA"	"Cerebellar Hemisphere"
"GLTSCR1L1"	0.260900452911763	-0.12930875837317	0.161	0.4	1	"Endo"	"GLTSCR1L"	"Cerebellar Hemisphere"
"SEPT11"	0.260900452911763	-0.723130039090423	0.161	0.4	1	"Endo"	"SEPT11"	"Cerebellar Hemisphere"
"VPS13B"	0.260900452911763	-0.338361912342116	0.161	0.4	1	"Endo"	"VPS13B"	"Cerebellar Hemisphere"
"FBXL71"	0.266310599643918	-1.12157458772602	0.21	0.4	1	"Endo"	"FBXL7"	"Cerebellar Hemisphere"
"NFAT5"	0.266310599643918	-0.944144715882729	0.21	0.4	1	"Endo"	"NFAT5"	"Cerebellar Hemisphere"
"PTK21"	0.266310599643918	-1.19908636442007	0.21	0.4	1	"Endo"	"PTK2"	"Cerebellar Hemisphere"
"CRADD1"	0.26870314014965	2.09208553602136	0.21	0	1	"Endo"	"CRADD"	"Cerebellar Hemisphere"
"AC004980.7"	0.268713163103579	2.10971652986033	0.21	0	1	"Endo"	"AC004980.7"	"Cerebellar Hemisphere"
"AKAP61"	0.268713163103579	1.88377089853591	0.21	0	1	"Endo"	"AKAP6"	"Cerebellar Hemisphere"
"APLP2"	0.268713163103579	1.70296060788552	0.21	0	1	"Endo"	"APLP2"	"Cerebellar Hemisphere"
"ARIH11"	0.268713163103579	1.90265397170635	0.21	0	1	"Endo"	"ARIH1"	"Cerebellar Hemisphere"
"BCLAF11"	0.268713163103579	1.80817377857291	0.21	0	1	"Endo"	"BCLAF1"	"Cerebellar Hemisphere"
"CNTNAP21"	0.268713163103579	1.77247099877791	0.21	0	1	"Endo"	"CNTNAP2"	"Cerebellar Hemisphere"
"CUX1"	0.268713163103579	2.20579893583914	0.21	0	1	"Endo"	"CUX1"	"Cerebellar Hemisphere"
"EXT21"	0.268713163103579	1.7814503113303	0.21	0	1	"Endo"	"EXT2"	"Cerebellar Hemisphere"
"GADD45B"	0.268713163103579	2.5290161322002	0.21	0	1	"Endo"	"GADD45B"	"Cerebellar Hemisphere"
"HNRNPC"	0.268713163103579	1.72911066933934	0.21	0	1	"Endo"	"HNRNPC"	"Cerebellar Hemisphere"
"HSPA1A1"	0.268713163103579	2.57774239410266	0.21	0	1	"Endo"	"HSPA1A"	"Cerebellar Hemisphere"
"ITGA8"	0.268713163103579	2.14206887903824	0.21	0	1	"Endo"	"ITGA8"	"Cerebellar Hemisphere"
"JPX1"	0.268713163103579	1.92586141727484	0.21	0	1	"Endo"	"JPX"	"Cerebellar Hemisphere"
"LL22NC03-2H8.51"	0.268713163103579	1.95424277739083	0.21	0	1	"Endo"	"LL22NC03-2H8.5"	"Cerebellar Hemisphere"
"MECOM"	0.268713163103579	2.53165881526301	0.21	0	1	"Endo"	"MECOM"	"Cerebellar Hemisphere"
"MKL2"	0.268713163103579	1.86637106941587	0.21	0	1	"Endo"	"MKL2"	"Cerebellar Hemisphere"
"MON21"	0.268713163103579	1.91500986395719	0.21	0	1	"Endo"	"MON2"	"Cerebellar Hemisphere"
"NXPH1"	0.268713163103579	1.8803578220349	0.21	0	1	"Endo"	"NXPH1"	"Cerebellar Hemisphere"
"PAN3"	0.268713163103579	2.10688925975713	0.21	0	1	"Endo"	"PAN3"	"Cerebellar Hemisphere"
"PBX11"	0.268713163103579	2.02408168165011	0.21	0	1	"Endo"	"PBX1"	"Cerebellar Hemisphere"
"PHLDB2"	0.268713163103579	2.0639545587538	0.21	0	1	"Endo"	"PHLDB2"	"Cerebellar Hemisphere"
"PLCE11"	0.268713163103579	2.05754747628284	0.21	0	1	"Endo"	"PLCE1"	"Cerebellar Hemisphere"
"RHOB1"	0.268713163103579	2.01483331188505	0.21	0	1	"Endo"	"RHOB"	"Cerebellar Hemisphere"
"SCAF111"	0.268713163103579	2.0975718991485	0.21	0	1	"Endo"	"SCAF11"	"Cerebellar Hemisphere"
"SHISA61"	0.268713163103579	1.64385755177539	0.21	0	1	"Endo"	"SHISA6"	"Cerebellar Hemisphere"
"STAT31"	0.268713163103579	2.3709270680589	0.21	0	1	"Endo"	"STAT3"	"Cerebellar Hemisphere"
"TNKS"	0.268713163103579	2.10493201960841	0.21	0	1	"Endo"	"TNKS"	"Cerebellar Hemisphere"
"TNR1"	0.268713163103579	1.9911221567052	0.21	0	1	"Endo"	"TNR"	"Cerebellar Hemisphere"
"TRA2A1"	0.268713163103579	2.12270359737826	0.21	0	1	"Endo"	"TRA2A"	"Cerebellar Hemisphere"
"UBE2H"	0.268713163103579	1.96998686250315	0.21	0	1	"Endo"	"UBE2H"	"Cerebellar Hemisphere"
"CELF21"	0.271249383236335	-0.503610324697461	0.306	0.6	1	"Endo"	"CELF2"	"Cerebellar Hemisphere"
"FAM155A1"	0.273510742990314	1.35078173134205	0.5	0.2	1	"Endo"	"FAM155A"	"Cerebellar Hemisphere"
"RBM391"	0.275229883943932	-0.714781701082747	0.194	0.4	1	"Endo"	"RBM39"	"Cerebellar Hemisphere"
"PABPC1"	0.281866508270699	-0.386145134493445	0.274	0.6	1	"Endo"	"PABPC1"	"Cerebellar Hemisphere"
"ST6GAL1"	0.28267353681453	-0.442855198233181	0.194	0.4	1	"Endo"	"ST6GAL1"	"Cerebellar Hemisphere"
"AC013463.2"	0.283075337040902	-0.187920375756476	0.065	0.2	1	"Endo"	"AC013463.2"	"Cerebellar Hemisphere"
"ADAM33"	0.283075337040902	-0.735315165037679	0.065	0.2	1	"Endo"	"ADAM33"	"Cerebellar Hemisphere"
"C14orf371"	0.283075337040902	-0.802985793589761	0.065	0.2	1	"Endo"	"C14orf37"	"Cerebellar Hemisphere"
"CCDC144B"	0.283075337040902	-0.890265577595931	0.065	0.2	1	"Endo"	"CCDC144B"	"Cerebellar Hemisphere"
"COL5A31"	0.283075337040902	-1.17137359499587	0.065	0.2	1	"Endo"	"COL5A3"	"Cerebellar Hemisphere"
"CPNE3"	0.283075337040902	-0.885079996682105	0.065	0.2	1	"Endo"	"CPNE3"	"Cerebellar Hemisphere"
"DHX151"	0.283075337040902	-0.747087302027859	0.065	0.2	1	"Endo"	"DHX15"	"Cerebellar Hemisphere"
"DNM1"	0.283075337040902	-0.351558978476711	0.065	0.2	1	"Endo"	"DNM1"	"Cerebellar Hemisphere"
"DPP8"	0.283075337040902	-1.03811480027374	0.065	0.2	1	"Endo"	"DPP8"	"Cerebellar Hemisphere"
"DZIP31"	0.283075337040902	-0.81124855535645	0.065	0.2	1	"Endo"	"DZIP3"	"Cerebellar Hemisphere"
"EIF4E"	0.283075337040902	-0.703228523311703	0.065	0.2	1	"Endo"	"EIF4E"	"Cerebellar Hemisphere"
"FBXO28"	0.283075337040902	-0.582777022963067	0.065	0.2	1	"Endo"	"FBXO28"	"Cerebellar Hemisphere"
"FGD41"	0.283075337040902	-0.818733077749168	0.065	0.2	1	"Endo"	"FGD4"	"Cerebellar Hemisphere"
"GTF2IRD1"	0.283075337040902	-0.92061240426508	0.065	0.2	1	"Endo"	"GTF2IRD1"	"Cerebellar Hemisphere"
"HSPH1"	0.283075337040902	-0.482309591716709	0.065	0.2	1	"Endo"	"HSPH1"	"Cerebellar Hemisphere"
"IMMP1L1"	0.283075337040902	-0.825073596153001	0.065	0.2	1	"Endo"	"IMMP1L"	"Cerebellar Hemisphere"
"INO80"	0.283075337040902	-0.523837972668025	0.065	0.2	1	"Endo"	"INO80"	"Cerebellar Hemisphere"
"IWS11"	0.283075337040902	-0.944936641041797	0.065	0.2	1	"Endo"	"IWS1"	"Cerebellar Hemisphere"
"KIF16B"	0.283075337040902	-0.90778528146774	0.065	0.2	1	"Endo"	"KIF16B"	"Cerebellar Hemisphere"
"LINC00657"	0.283075337040902	-1.04588592378176	0.065	0.2	1	"Endo"	"LINC00657"	"Cerebellar Hemisphere"
"LRRC58"	0.283075337040902	-0.717633641146114	0.065	0.2	1	"Endo"	"LRRC58"	"Cerebellar Hemisphere"
"LRSAM11"	0.283075337040902	-0.940893339618651	0.065	0.2	1	"Endo"	"LRSAM1"	"Cerebellar Hemisphere"
"MIR325HG"	0.283075337040902	-0.80545941921869	0.065	0.2	1	"Endo"	"MIR325HG"	"Cerebellar Hemisphere"
"MLLT61"	0.283075337040902	-0.734628333552653	0.065	0.2	1	"Endo"	"MLLT6"	"Cerebellar Hemisphere"
"MTCH1"	0.283075337040902	-0.405447225800315	0.065	0.2	1	"Endo"	"MTCH1"	"Cerebellar Hemisphere"
"PARGP11"	0.283075337040902	-0.725051105188823	0.065	0.2	1	"Endo"	"PARGP1"	"Cerebellar Hemisphere"
"PDXDC1"	0.283075337040902	-0.625179198261493	0.065	0.2	1	"Endo"	"PDXDC1"	"Cerebellar Hemisphere"
"PHLDB1"	0.283075337040902	-1.03014561731916	0.065	0.2	1	"Endo"	"PHLDB1"	"Cerebellar Hemisphere"
"RAB5B"	0.283075337040902	-1.01035922120719	0.065	0.2	1	"Endo"	"RAB5B"	"Cerebellar Hemisphere"
"RAP1A"	0.283075337040902	-1.2030850088526	0.065	0.2	1	"Endo"	"RAP1A"	"Cerebellar Hemisphere"
"RFX3-AS11"	0.283075337040902	-0.799135139592343	0.065	0.2	1	"Endo"	"RFX3-AS1"	"Cerebellar Hemisphere"
"RHOBTB1"	0.283075337040902	-0.925812288293591	0.065	0.2	1	"Endo"	"RHOBTB1"	"Cerebellar Hemisphere"
"RNF217"	0.283075337040902	-0.624435009892333	0.065	0.2	1	"Endo"	"RNF217"	"Cerebellar Hemisphere"
"SLK1"	0.283075337040902	-0.693381409953231	0.065	0.2	1	"Endo"	"SLK"	"Cerebellar Hemisphere"
"SPECC1"	0.283075337040902	-0.61658596740743	0.065	0.2	1	"Endo"	"SPECC1"	"Cerebellar Hemisphere"
"STIP1"	0.283075337040902	-0.581618849192879	0.065	0.2	1	"Endo"	"STIP1"	"Cerebellar Hemisphere"
"STPG2"	0.283075337040902	-0.819092435888612	0.065	0.2	1	"Endo"	"STPG2"	"Cerebellar Hemisphere"
"TESK21"	0.283075337040902	-0.759577537587997	0.065	0.2	1	"Endo"	"TESK2"	"Cerebellar Hemisphere"
"TNIP11"	0.283075337040902	-0.717075978724658	0.065	0.2	1	"Endo"	"TNIP1"	"Cerebellar Hemisphere"
"TPM2"	0.283075337040902	-0.917873796026393	0.065	0.2	1	"Endo"	"TPM2"	"Cerebellar Hemisphere"
"UBN1"	0.283075337040902	-0.863842755987203	0.065	0.2	1	"Endo"	"UBN1"	"Cerebellar Hemisphere"
"ZC3H7B1"	0.283075337040902	-0.681924917875499	0.065	0.2	1	"Endo"	"ZC3H7B"	"Cerebellar Hemisphere"
"ZNF160"	0.283075337040902	-0.637505455837757	0.065	0.2	1	"Endo"	"ZNF160"	"Cerebellar Hemisphere"
"ZNF248"	0.283075337040902	-0.576976515378314	0.065	0.2	1	"Endo"	"ZNF248"	"Cerebellar Hemisphere"
"ZYX"	0.283075337040902	-0.93692854851916	0.065	0.2	1	"Endo"	"ZYX"	"Cerebellar Hemisphere"
"METTL15"	0.283959323932224	-0.519282852013058	0.177	0.4	1	"Endo"	"METTL15"	"Cerebellar Hemisphere"
"TPR"	0.283959323932224	-0.723635769589345	0.177	0.4	1	"Endo"	"TPR"	"Cerebellar Hemisphere"
"RALGAPA11"	0.286823283376755	-0.25472656104993	0.258	0.6	1	"Endo"	"RALGAPA1"	"Cerebellar Hemisphere"
"GRM3"	0.290271829025626	-0.79801531299657	0.194	0.4	1	"Endo"	"GRM3"	"Cerebellar Hemisphere"
"ACAP2"	0.292394403864034	-0.0586422844890278	0.161	0.4	1	"Endo"	"ACAP2"	"Cerebellar Hemisphere"
"AEBP2"	0.292394403864034	1.77814504722279	0.194	0	1	"Endo"	"AEBP2"	"Cerebellar Hemisphere"
"BAZ1B1"	0.292394403864034	2.47637231613828	0.194	0	1	"Endo"	"BAZ1B"	"Cerebellar Hemisphere"
"CCNL1"	0.292394403864034	2.18350811757297	0.194	0	1	"Endo"	"CCNL1"	"Cerebellar Hemisphere"
"CDH11"	0.292394403864034	2.1049397547862	0.194	0	1	"Endo"	"CDH11"	"Cerebellar Hemisphere"
"CLMP"	0.292394403864034	1.6243350009706	0.194	0	1	"Endo"	"CLMP"	"Cerebellar Hemisphere"
"CMSS11"	0.292394403864034	1.80504953212315	0.194	0	1	"Endo"	"CMSS1"	"Cerebellar Hemisphere"
"CSPP11"	0.292394403864034	-0.590974423902663	0.161	0.4	1	"Endo"	"CSPP1"	"Cerebellar Hemisphere"
"CTNNA21"	0.292394403864034	2.154199587636	0.194	0	1	"Endo"	"CTNNA2"	"Cerebellar Hemisphere"
"DNM21"	0.292394403864034	1.97042788282257	0.194	0	1	"Endo"	"DNM2"	"Cerebellar Hemisphere"
"FAM49B"	0.292394403864034	1.90509556960414	0.194	0	1	"Endo"	"FAM49B"	"Cerebellar Hemisphere"
"FERMT21"	0.292394403864034	1.67049755591303	0.194	0	1	"Endo"	"FERMT2"	"Cerebellar Hemisphere"
"FLNA"	0.292394403864034	2.22433668102998	0.194	0	1	"Endo"	"FLNA"	"Cerebellar Hemisphere"
"FTL"	0.292394403864034	1.67360134198523	0.194	0	1	"Endo"	"FTL"	"Cerebellar Hemisphere"
"GUSBP11"	0.292394403864034	1.94246096270843	0.194	0	1	"Endo"	"GUSBP1"	"Cerebellar Hemisphere"
"HLA-C"	0.292394403864034	1.92982968945323	0.194	0	1	"Endo"	"HLA-C"	"Cerebellar Hemisphere"
"ITM2A"	0.292394403864034	-0.0632045997033202	0.161	0.4	1	"Endo"	"ITM2A"	"Cerebellar Hemisphere"
"ITPR1"	0.292394403864034	1.89909788830903	0.194	0	1	"Endo"	"ITPR1"	"Cerebellar Hemisphere"
"KLF6"	0.292394403864034	1.57140028610837	0.194	0	1	"Endo"	"KLF6"	"Cerebellar Hemisphere"
"MLLT41"	0.292394403864034	2.0394932126084	0.194	0	1	"Endo"	"MLLT4"	"Cerebellar Hemisphere"
"MYO1E1"	0.292394403864034	2.01120376455161	0.194	0	1	"Endo"	"MYO1E"	"Cerebellar Hemisphere"
"NRG31"	0.292394403864034	1.60964942569329	0.194	0	1	"Endo"	"NRG3"	"Cerebellar Hemisphere"
"NXN"	0.292394403864034	2.0595294366254	0.194	0	1	"Endo"	"NXN"	"Cerebellar Hemisphere"
"PLCL2"	0.292394403864034	1.66937921325849	0.194	0	1	"Endo"	"PLCL2"	"Cerebellar Hemisphere"
"PTPRT1"	0.292394403864034	1.49925365886477	0.194	0	1	"Endo"	"PTPRT"	"Cerebellar Hemisphere"
"SCD51"	0.292394403864034	-0.264228295037848	0.161	0.4	1	"Endo"	"SCD5"	"Cerebellar Hemisphere"
"SETX"	0.292394403864034	1.96722937415419	0.194	0	1	"Endo"	"SETX"	"Cerebellar Hemisphere"
"SLMAP1"	0.292394403864034	1.70247006125494	0.194	0	1	"Endo"	"SLMAP"	"Cerebellar Hemisphere"
"SMG7"	0.292394403864034	-0.614219021199025	0.161	0.4	1	"Endo"	"SMG7"	"Cerebellar Hemisphere"
"SREBF21"	0.292394403864034	1.64666921967189	0.194	0	1	"Endo"	"SREBF2"	"Cerebellar Hemisphere"
"ST3GAL31"	0.292394403864034	1.67167796118721	0.194	0	1	"Endo"	"ST3GAL3"	"Cerebellar Hemisphere"
"TBCK1"	0.292394403864034	1.57368198144259	0.194	0	1	"Endo"	"TBCK"	"Cerebellar Hemisphere"
"UVRAG"	0.292394403864034	-0.170539821761433	0.161	0.4	1	"Endo"	"UVRAG"	"Cerebellar Hemisphere"
"VPS13D1"	0.292394403864034	1.91881806930733	0.194	0	1	"Endo"	"VPS13D"	"Cerebellar Hemisphere"
"XKR41"	0.292394403864034	1.91553212188088	0.194	0	1	"Endo"	"XKR4"	"Cerebellar Hemisphere"
"ZNF609"	0.292394403864034	1.87371240790882	0.194	0	1	"Endo"	"ZNF609"	"Cerebellar Hemisphere"
"ZSWIM51"	0.292394403864034	1.72556082386718	0.194	0	1	"Endo"	"ZSWIM5"	"Cerebellar Hemisphere"
"AUTS21"	0.297685403737627	0.70948394428971	0.645	0.4	1	"Endo"	"AUTS2"	"Cerebellar Hemisphere"
"BOD1L11"	0.299780632277665	-0.409667942518996	0.177	0.4	1	"Endo"	"BOD1L1"	"Cerebellar Hemisphere"
"HIVEP31"	0.299780632277665	-0.350114531497324	0.177	0.4	1	"Endo"	"HIVEP3"	"Cerebellar Hemisphere"
"RUNDC3B"	0.299780632277665	-0.18022530363471	0.177	0.4	1	"Endo"	"RUNDC3B"	"Cerebellar Hemisphere"
"SCMH11"	0.299780632277665	-0.561731542552737	0.177	0.4	1	"Endo"	"SCMH1"	"Cerebellar Hemisphere"
"SETD51"	0.299780632277665	-0.44114560413944	0.177	0.4	1	"Endo"	"SETD5"	"Cerebellar Hemisphere"
"YAF21"	0.299780632277665	-0.306968294053694	0.177	0.4	1	"Endo"	"YAF2"	"Cerebellar Hemisphere"
"NIPBL1"	0.302748015290061	-0.573398352951484	0.355	0.6	1	"Endo"	"NIPBL"	"Cerebellar Hemisphere"
"SEMA5A"	0.305857357159214	-1.04412983053298	0.194	0.4	1	"Endo"	"SEMA5A"	"Cerebellar Hemisphere"
"ZNF385B1"	0.305857357159214	-0.696248373169133	0.194	0.4	1	"Endo"	"ZNF385B"	"Cerebellar Hemisphere"
"ADNP1"	0.307219523543712	-0.570562986799332	0.065	0.2	1	"Endo"	"ADNP"	"Cerebellar Hemisphere"
"ANKRD44"	0.307219523543712	-0.145153244770162	0.065	0.2	1	"Endo"	"ANKRD44"	"Cerebellar Hemisphere"
"ARHGAP311"	0.307219523543712	-0.819127708754646	0.065	0.2	1	"Endo"	"ARHGAP31"	"Cerebellar Hemisphere"
"ATP6AP1"	0.307219523543712	-0.0975315266623799	0.065	0.2	1	"Endo"	"ATP6AP1"	"Cerebellar Hemisphere"
"AZIN1"	0.307219523543712	-0.652231781035038	0.065	0.2	1	"Endo"	"AZIN1"	"Cerebellar Hemisphere"
"BCAM"	0.307219523543712	-0.40973578848545	0.065	0.2	1	"Endo"	"BCAM"	"Cerebellar Hemisphere"
"BOC"	0.307219523543712	-0.614379817758324	0.065	0.2	1	"Endo"	"BOC"	"Cerebellar Hemisphere"
"C11orf30"	0.307219523543712	0.0259894023713361	0.065	0.2	1	"Endo"	"C11orf30"	"Cerebellar Hemisphere"
"C16orf52"	0.307219523543712	-0.567243636023173	0.065	0.2	1	"Endo"	"C16orf52"	"Cerebellar Hemisphere"
"C1orf211"	0.307219523543712	-0.425193800108561	0.065	0.2	1	"Endo"	"C1orf21"	"Cerebellar Hemisphere"
"C9orf78"	0.307219523543712	-0.764510130274638	0.065	0.2	1	"Endo"	"C9orf78"	"Cerebellar Hemisphere"
"CAPNS1"	0.307219523543712	-0.373536589417463	0.065	0.2	1	"Endo"	"CAPNS1"	"Cerebellar Hemisphere"
"CCDC50"	0.307219523543712	-0.107480734371308	0.065	0.2	1	"Endo"	"CCDC50"	"Cerebellar Hemisphere"
"CDC5L"	0.307219523543712	-0.654504170742848	0.065	0.2	1	"Endo"	"CDC5L"	"Cerebellar Hemisphere"
"COX7A2L"	0.307219523543712	-0.525262080933623	0.065	0.2	1	"Endo"	"COX7A2L"	"Cerebellar Hemisphere"
"CTD-2337A12.1"	0.307219523543712	-0.573826188925013	0.065	0.2	1	"Endo"	"CTD-2337A12.1"	"Cerebellar Hemisphere"
"DCAF6"	0.307219523543712	-0.126507528693388	0.065	0.2	1	"Endo"	"DCAF6"	"Cerebellar Hemisphere"
"EHD1"	0.307219523543712	-0.923266698080916	0.065	0.2	1	"Endo"	"EHD1"	"Cerebellar Hemisphere"
"ELAVL3"	0.307219523543712	-0.748985141390359	0.065	0.2	1	"Endo"	"ELAVL3"	"Cerebellar Hemisphere"
"ERP44"	0.307219523543712	-0.18582002929615	0.065	0.2	1	"Endo"	"ERP44"	"Cerebellar Hemisphere"
"FUBP3"	0.307219523543712	-0.76428708065378	0.065	0.2	1	"Endo"	"FUBP3"	"Cerebellar Hemisphere"
"GABRB3"	0.307219523543712	-0.522026693247054	0.065	0.2	1	"Endo"	"GABRB3"	"Cerebellar Hemisphere"
"GLIS31"	0.307219523543712	-0.670047672838951	0.065	0.2	1	"Endo"	"GLIS3"	"Cerebellar Hemisphere"
"GPR135"	0.307219523543712	-0.601423034151995	0.065	0.2	1	"Endo"	"GPR135"	"Cerebellar Hemisphere"
"IBTK"	0.307219523543712	-0.159205783608848	0.065	0.2	1	"Endo"	"IBTK"	"Cerebellar Hemisphere"
"LCMT1"	0.307219523543712	-0.00396226274087219	0.065	0.2	1	"Endo"	"LCMT1"	"Cerebellar Hemisphere"
"LIPA1"	0.307219523543712	-0.688483327526583	0.065	0.2	1	"Endo"	"LIPA"	"Cerebellar Hemisphere"
"LSG1"	0.307219523543712	-0.563725105866423	0.065	0.2	1	"Endo"	"LSG1"	"Cerebellar Hemisphere"
"MAPKAPK5"	0.307219523543712	-0.515111239925648	0.065	0.2	1	"Endo"	"MAPKAPK5"	"Cerebellar Hemisphere"
"MPHOSPH6"	0.307219523543712	-0.201807077129647	0.065	0.2	1	"Endo"	"MPHOSPH6"	"Cerebellar Hemisphere"
"NOS3"	0.307219523543712	-0.753851292614252	0.065	0.2	1	"Endo"	"NOS3"	"Cerebellar Hemisphere"
